YV\plain\2015\07\article2.txt	Виталий ОБЕДИН	Чиновников уличили в сговоре на 90 миллионов рублей	03.07.2015	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://www.vecherniy.com/wall?id=92	"Якутск вечерний"	2015	газета	Россия	Республика Саха (Якутия)	ru
YV\plain\2015\07\article3.txt	Надежда Сивцева	Депутатов накажут за "сладкую жизнь"	06.07.2015	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://www.vecherniy.com/wall?id=93	"Якутск вечерний"	2015	газета	Россия	Республика Саха (Якутия)	ru
YV\plain\2015\07\article4.txt	Виталий Обедин	"Постановочные вопросы" и ответы на них	06.07.2015	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://www.vecherniy.com/wall?id=94	"Якутск вечерний"	2015	газета	Россия	Республика Саха (Якутия)	ru
YV\plain\2015\07\article5.txt	Вадим Карамба	Мне картошки на пять "сахариков"!	07.07.2015	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://www.vecherniy.com/wall?id=95	"Якутск вечерний"	2015	газета	Россия	Республика Саха (Якутия)	ru
YV\plain\2015\08\article1.txt	Виталий ОБЕДИН	Судьи-стрелки: "У вас спорт не развивают. У вас на нем делают деньги"	03.08.2015	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://www.vecherniy.com/wall?id=97	"Якутск вечерний"	2015	газета	Россия	Республика Саха (Якутия)	ru
YV\plain\2015\08\article2.txt	Елена РОМАНОВА	ЗаГЛУШить совесть	04.08.2015	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://www.vecherniy.com/wall?id=98	"Якутск вечерний"	2015	газета	Россия	Республика Саха (Якутия)	ru
YV\plain\2015\08\article3.txt	Админ	Прошло совещание по Играм "Дети Азии"	04.08.2015	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://www.vecherniy.com/wall?id=99	"Якутск вечерний"	2015	газета	Россия	Республика Саха (Якутия)	ru
YV\plain\2015\08\article4.txt	Виталий ОБЕДИН	Якутия продолжает скупать серебро и золото... на подарки	04.08.2015	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://www.vecherniy.com/wall?id=100	"Якутск вечерний"	2015	газета	Россия	Республика Саха (Якутия)	ru
YV\plain\2015\08\article5.txt	Рекламный отдел "ЯВ"	Ваша реклама в нашем издании	04.08.2015	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://www.vecherniy.com/wall?id=101	"Якутск вечерний"	2015	газета	Россия	Республика Саха (Якутия)	ru
YV\plain\2015\08\article6.txt	Виталий Обедин	Сы-ыр!	04.08.2015	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://www.vecherniy.com/wall?id=102	"Якутск вечерний"	2015	газета	Россия	Республика Саха (Якутия)	ru
YV\plain\2015\08\article7.txt	админ	Про «оторванных от жизни госслужащих»	04.08.2015	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://www.vecherniy.com/wall?id=103	"Якутск вечерний"	2015	газета	Россия	Республика Саха (Якутия)	ru
YV\plain\2015\08\article8.txt	Виталий Обедин	Отец и сын Глушко подвели МГУ под проверку	11.08.2015	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://www.vecherniy.com/wall?id=104	"Якутск вечерний"	2015	газета	Россия	Республика Саха (Якутия)	ru
YV\plain\2015\08\article9.txt	Айсен Николаев	Колонка мэра от 14 августа 2015	14.08.2015	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://www.vecherniy.com/wall?id=105	"Якутск вечерний"	2015	газета	Россия	Республика Саха (Якутия)	ru
YV\plain\2015\08\article10.txt	Татьяна КРОТОВА	Пободались	14.08.2015	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://www.vecherniy.com/wall?id=106	"Якутск вечерний"	2015	газета	Россия	Республика Саха (Якутия)	ru
YV\plain\2015\08\article11.txt	Виталий ОБЕДИН	橋樑 - значит "мост".	17.08.2015	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://www.vecherniy.com/wall?id=107	"Якутск вечерний"	2015	газета	Россия	Республика Саха (Якутия)	ru
YV\plain\2015\08\article12.txt	Админ	Проверил стройки и дороги	17.08.2015	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://www.vecherniy.com/wall?id=108	"Якутск вечерний"	2015	газета	Россия	Республика Саха (Якутия)	ru
YV\plain\2015\08\article13.txt	Админ	Прошла встреча с представителями "Мечел"	18.08.2015	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://www.vecherniy.com/wall?id=109	"Якутск вечерний"	2015	газета	Россия	Республика Саха (Якутия)	ru
YV\plain\2015\08\article14.txt	Татьяна КУТЕРГИНА	Уменьшится ли пенсия?	18.08.2015	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://www.vecherniy.com/wall?id=110	"Якутск вечерний"	2015	газета	Россия	Республика Саха (Якутия)	ru
YV\plain\2015\08\article15.txt	Айсен НИКОЛАЕВ	Колонка мэра от 21 августа 2015 г.	21.08.2015	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://www.vecherniy.com/wall?id=111	"Якутск вечерний"	2015	газета	Россия	Республика Саха (Якутия)	ru
YV\plain\2015\08\article16.txt	Админ	Встретился с Путиным 21 августа	24.08.2015	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://www.vecherniy.com/wall?id=112	"Якутск вечерний"	2015	газета	Россия	Республика Саха (Якутия)	ru
YV\plain\2015\08\article17.txt	по материалам секретариата премьер-министра	В Якутии все хорошо!	24.08.2015	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://www.vecherniy.com/wall?id=113	"Якутск вечерний"	2015	газета	Россия	Республика Саха (Якутия)	ru
YV\plain\2015\10\article1.txt	Админ	Походил	07.10.2015	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://www.vecherniy.com/wall?id=114	"Якутск вечерний"	2015	газета	Россия	Республика Саха (Якутия)	ru
YV\plain\2015\10\article2.txt	 Айсен НИКОЛАЕВ	Колонка мэра от 2 октября 2015 г.	07.10.2015	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://www.vecherniy.com/wall?id=115	"Якутск вечерний"	2015	газета	Россия	Республика Саха (Якутия)	ru
YV\plain\2015\10\article3.txt	Админ	Про Арктику	09.10.2015	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://www.vecherniy.com/wall?id=116	"Якутск вечерний"	2015	газета	Россия	Республика Саха (Якутия)	ru
YV\plain\2015\10\article4.txt	Айсен Николаев	Колонка мэра от 9 октября 2015 г.	09.10.2015	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://www.vecherniy.com/wall?id=117	"Якутск вечерний"	2015	газета	Россия	Республика Саха (Якутия)	ru
YV\plain\2015\10\article5.txt	Вера СОФРОНЕЕВА	Перезагрузка сельского хозяйства Якутии потребует еще 2,7 млрд рублей	26.10.2015	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://www.vecherniy.com/wall?id=118	"Якутск вечерний"	2015	газета	Россия	Республика Саха (Якутия)	ru
YV\plain\2015\10\article6.txt	Админ	Ушел в отпуск	26.10.2015	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://www.vecherniy.com/wall?id=119	"Якутск вечерний"	2015	газета	Россия	Республика Саха (Якутия)	ru
YV\plain\2015\10\article7.txt	Лось и Ондатр	Про кумыс	26.10.2015	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://www.vecherniy.com/wall?id=120	"Якутск вечерний"	2015	газета	Россия	Республика Саха (Якутия)	ru
YV\plain\2015\10\article8.txt	Виталий ОБЕДИН	С больной головы на здоровую	26.10.2015	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://www.vecherniy.com/wall?id=121	"Якутск вечерний"	2015	газета	Россия	Республика Саха (Якутия)	ru
YV\plain\2015\10\article9.txt	Надежда СИВЦЕВА	Министр отделается легким испугом	26.10.2015	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://www.vecherniy.com/wall?id=122	"Якутск вечерний"	2015	газета	Россия	Республика Саха (Якутия)	ru
YV\plain\2015\10\article10.txt	 Екатерина  ЧЕМЕЗОВА	Хаптаса сменит Михась	30.10.2015	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://www.vecherniy.com/wall?id=124	"Якутск вечерний"	2015	газета	Россия	Республика Саха (Якутия)	ru
YV\plain\2015\11\article1.txt	Виталий Обедин	Немножко лицемерия	04.11.2015	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://www.vecherniy.com/wall?id=125	"Якутск вечерний"	2015	газета	Россия	Республика Саха (Якутия)	ru
YV\plain\2015\11\article2.txt	Михаил РОМАНОВ	Второе пришествие Михальчуков	16.11.2015	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://www.vecherniy.com/wall?id=126	"Якутск вечерний"	2015	газета	Россия	Республика Саха (Якутия)	ru
YV\plain\2015\11\article3.txt	Айсен НИКОЛАЕВ	Колонка от 13 октября 2015	16.11.2015	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://www.vecherniy.com/wall?id=127	"Якутск вечерний"	2015	газета	Россия	Республика Саха (Якутия)	ru
YV\plain\2015\11\article4.txt	Елена МИРОНЕНКО	Финансовые пирамиды в Якутии	17.11.2015	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://www.vecherniy.com/wall?id=128	"Якутск вечерний"	2015	газета	Россия	Республика Саха (Якутия)	ru
YV\plain\2015\11\article5.txt	Виталий ОБЕДИН	Полет подстреленной "Чайки"	17.11.2015	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://www.vecherniy.com/wall?id=129	"Якутск вечерний"	2015	газета	Россия	Республика Саха (Якутия)	ru
YV\plain\2015\11\article6.txt	Надежда СИВЦЕВА	Осторожно: педофилы!	17.11.2015	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://www.vecherniy.com/wall?id=130	"Якутск вечерний"	2015	газета	Россия	Республика Саха (Якутия)	ru
YV\plain\2015\11\article7.txt	Надежда СИВЦЕВА	Снова "белые списки"	17.11.2015	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://www.vecherniy.com/wall?id=131	"Якутск вечерний"	2015	газета	Россия	Республика Саха (Якутия)	ru
YV\plain\2015\11\article8.txt	Елена МИРОНЕНКО	Судьи вступились за пьяных	17.11.2015	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://www.vecherniy.com/wall?id=132	"Якутск вечерний"	2015	газета	Россия	Республика Саха (Якутия)	ru
YV\plain\2015\11\article9.txt	Надежда СИВЦЕВА	«Дети Азии» — дорогое удовольствие	17.11.2015	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://www.vecherniy.com/wall?id=133	"Якутск вечерний"	2015	газета	Россия	Республика Саха (Якутия)	ru
YV\plain\2015\11\article10.txt	 Надежда СИВЦЕВА	"5 миллиардов - копейки!" (по сравнению с Сочи)	17.11.2015	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://www.vecherniy.com/wall?id=134	"Якутск вечерний"	2015	газета	Россия	Республика Саха (Якутия)	ru
YV\plain\2015\11\article11.txt	Арина ЯКОВЛЕВА	Археолог Мочанов: "Наука и религия одинаковы"	18.11.2015	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://www.vecherniy.com/wall?id=135	"Якутск вечерний"	2015	газета	Россия	Республика Саха (Якутия)	ru
YV\plain\2015\11\article12.txt	Админ	Визит в Нюрбу	18.11.2015	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://www.vecherniy.com/wall?id=136	"Якутск вечерний"	2015	газета	Россия	Республика Саха (Якутия)	ru
YV\plain\2015\11\article13.txt	Михаил РОМАНОВ	Стрельба в Доме правительства 	18.11.2015	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://www.vecherniy.com/wall?id=137	"Якутск вечерний"	2015	газета	Россия	Республика Саха (Якутия)	ru
YV\plain\2015\11\article14.txt	Эти ребята	Про "это"	18.11.2015	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://www.vecherniy.com/wall?id=138	"Якутск вечерний"	2015	газета	Россия	Республика Саха (Якутия)	ru
YV\plain\2015\11\article15.txt	Надежда СИВЦЕВА	"Красивая жизнь" возвращается!	20.11.2015	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://www.vecherniy.com/wall?id=139	"Якутск вечерний"	2015	газета	Россия	Республика Саха (Якутия)	ru
YV\plain\2015\11\article16.txt	Виталий ОБЕДИН	Подарка не будет	20.11.2015	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://www.vecherniy.com/wall?id=140	"Якутск вечерний"	2015	газета	Россия	Республика Саха (Якутия)	ru
